Title	Snippet	URL	Category
How Corporate America Is Retreating From D.E.I.	So far this year the number of companies in the S&P 500 that used the phrase “diversity, equity and inclusion” in annual reports has fallen by nearly 60 percent from 2024, a New York Times analysis shows.	https://www.nytimes.com/interactive/2025/03/13/business/corporate-america-dei-policy-shifts.html	Business
An ‘Untradable’ Market: Trump Sows Profound Uncertainty for Stocks	The administration’s whipsawing moves are leaving investors guessing. The risk is that this uncertainty comes at a real cost to the economy.	https://www.nytimes.com/2025/03/13/business/trump-stock-market.html	Business
How Has New York Remade Itself Since the Pandemic Arrived?	New York City was on the front lines of the Covid-19 crisis. It has largely recovered, but has transformed into a place of greater extremes.	https://www.nytimes.com/interactive/2025/03/13/nyregion/nyc-covid-pandemic-changes.html	Business
As Markets Whipsaw, Conservative Media Shrugs	Many conservative websites have either ignored the recent stock declines or framed them in a positive way.	https://www.nytimes.com/2025/03/13/business/media/stock-market-conservative-media.html	Business
A Story About Salmon That Almost Had a Happy Ending	How tribal leaders, commercial fisherman and a few small environmental groups won an uphill campaign against dams.	https://www.nytimes.com/2025/03/13/opinion/salmon-klamath-river-dam.html	Business
36 Hours in Singapore	The former British colony is celebrating its diamond jubilee this year, and there’s every reason to plan a visit: hike through a beautiful rainforest, visit a supercool art and science museum, and sample the food. Oh, the food!	https://www.nytimes.com/interactive/2025/03/13/travel/things-to-do-Singapore.html	Business
How the Intrepid Moved a World War II Fighter Plane	The 33-foot Corsair, on loan from Florida, had to be “rigged up on skates” to get to the Intrepid’s hangar deck.	https://www.nytimes.com/2025/03/13/nyregion/intrepid-corsair-fighter-bomber.html	Business
Public Health Survived the Pandemic. Now It Fights Politics.	Five years after the pandemic began, many local health officials say that the politicization of Covid has left them with fewer tools and fresh challenges.	https://www.nytimes.com/2025/03/13/us/public-health-survived-the-pandemic-now-it-fights-politics.html	Business
Elon Musk’s Starlink Pushes Its Way Into India	By signing deals with India’s two biggest telecom players, the tech tycoon and Trump adviser has improved his odds of breaking into an enormous market.	https://www.nytimes.com/2025/03/13/business/starlink-india-musk.html	Business
Maker of Pokémon Go Agrees to Sell Unit to Saudi Fund	Scopely said it would buy Niantic’s video game business, which includes Pokémon Go, for $3.5 billion. Saudi Arabia’s sovereign wealth fund acquired Scopely in 2023.	https://www.nytimes.com/2025/03/13/world/middleeast/pokemon-go-niantic-scopely-sale.html	Business
Trump’s Big Bet: Americans Will Tolerate Economic Downturn to Restore Manufacturing	The president offers many reasons for imposing tariffs, including revenue, leverage over competitors and job creation. But history suggests a more complex history.	https://www.nytimes.com/2025/03/13/us/politics/trump-manufacturing-economy-risk.html	Business
‘Let’s Not Talk About It’: 5 Years Later, China’s Covid Shadow Lingers	People who endured the longest Covid restrictions in the world are still grappling with what they lost: their loved ones, their livelihoods, their dignity.	https://www.nytimes.com/2025/03/13/world/asia/china-covid-trauma.html	Business
China Cools on Musk: ‘Two Cars for the Price of One Tesla’	Elon Musk, the company’s chief executive, is fast losing out to Chinese electric carmakers in Tesla’s second-most-important market.	https://www.nytimes.com/2025/03/13/business/tesla-china-sales-elon-musk.html	Business
3 Takeaways From Irish Leader’s Visit With Trump at White House	In a meeting with Ireland’s prime minister, President Trump gave no hint of backing down from actions that have caused fissures in the trans-Atlantic alliance.	https://www.nytimes.com/2025/03/12/us/politics/takeaways-ireland-martin-trump-tariffs.html	Business
Trump Administration Cuts Ties With Migrant Shelter Provider After Dropping Child Abuse Lawsuit	The Justice Department dropped a Biden-era lawsuit against Southwest Key, the largest provider of housing for unaccompanied minors, after the Health and Human Services Department said it stopped sending children to those shelters.	https://www.nytimes.com/2025/03/12/us/politics/trump-admin-lawsuit-child-abuse-migrant-shelters.html	Business
Selma Miriam, Founder of the Feminist Restaurant Bloodroot, Dies at 89	She and Noel Furie had just come out as lesbians when they opened an unusual gathering place for women in Connecticut. Nearly half a century later, it is still thriving.	https://www.nytimes.com/2025/03/12/dining/selma-miriam-dead.html	Business
Intel Names New Chief Executive Amid Turnaround Efforts	The semiconductor pioneer appointed Lip-Bu Tan, a well-known tech investor and executive, as its new leader.	https://www.nytimes.com/2025/03/12/technology/intel-new-ceo-tan.html	Business
Trump Appointee Filmed Influencer Videos on the Job	The official, McLaurine Pinover, the top spokeswoman for the Office of Personnel Management, said she never made any money from the fashion videos filmed in her office.	https://www.nytimes.com/2025/03/12/us/politics/mclaurine-pinover-trump-doge-influencer.html	Business
E.P.A. Targets Dozens of Environmental Rules as It Reframes Its Purpose	Lee Zeldin, the E.P.A. administrator, said the agency’s mission was to make it cheaper to buy cars, heat homes and run businesses.	https://www.nytimes.com/2025/03/12/climate/epa-zeldin-rollbacks-pollution.html	Business
How Congress Could Force $1.1 Billion in Cuts on Washington, D.C.	District leaders say that a proposed cut to the city budget, part of a plan to avert a federal government shutdown, is unfair. The city raises most of its own money but cannot control how it is spent.	https://www.nytimes.com/2025/03/12/us/congress-washington-dc-shutdown-budget-cut.html	Business
Justice Dept. Moving to Downsize Units Investigating Fraud and Corruption	The plans, which have not been finalized, are the latest effort by the Trump administration to limit the ability of prosecutors to bring sensitive and politically fraught cases.	https://www.nytimes.com/2025/03/12/us/politics/justice-dept-fraud-corruption.html	Business
Trump’s Revenge on Law Firms Seen as Undermining Justice System	The president’s use of government power to punish firms is seen by some legal experts as undercutting a basic tenet: the right to a strong legal defense.	https://www.nytimes.com/2025/03/12/us/politics/trump-law-firms-perkins-coie.html	Business
Where Trump Is Giving Liberals a Hand	Being known as an enemy of Trump has become great politics in Canada and Mexico	https://www.nytimes.com/2025/03/12/opinion/trump-canada-mexico.html	Business
E.P.A. Cancels Climate Grants, Intensifying Battle Over $20 Billion	Here is what we know about the billions in funds that have led to federal investigations, lawsuits and frozen bank accounts for climate nonprofit groups.	https://www.nytimes.com/2025/03/12/climate/epa-climate-grants-canceled.html	Business
21 Nonfiction Books to Read This Spring	A posthumous collection of Joan Didion’s diaries, biographies of Yoko Ono and Mark Twain, a history of The Onion — and plenty more.	https://www.nytimes.com/2025/03/12/books/new-nonfiction-books-spring-2025.html	Business
A University Denies Benefits to Gay Spouses. Can I Attend to Save Money?	The magazine’s Ethicist columnist on a conflict of morals and budget.	https://www.nytimes.com/2025/03/12/magazine/university-discrimination-ethics.html	Business
Climate Group Funded by Bill Gates Slashes Staff in Major Retreat	Breakthrough Energy, an umbrella group for energy and environmental efforts funded by Mr. Gates, is resetting for the Trump era.	https://www.nytimes.com/2025/03/12/climate/bill-gates-breakthrough-energy-cuts.html	Business
Swedish Battery Maker Northvolt Collapses, a Blow to Europe	The company and its assets will be sold after it filed for bankruptcy in Sweden, sinking Europe’s best hope for competing against Asian rivals.	https://www.nytimes.com/2025/03/12/world/europe/northvolt-battery-bankruptcy.html	Business
Gavin Newsom Finds Some Surprising Common Ground With Steve Bannon	The California governor hosted one of the architects of President Trump’s political movement on his new podcast, and their friendly sparring revealed a few points of agreement.	https://www.nytimes.com/2025/03/12/us/politics/gavin-newsom-podcast-steve-bannon.html	Business
Senator Jeanne Shaheen, New Hampshire Democrat, Won’t Run Again in 2026	Ms. Shaheen’s retirement will set off a high-stakes fight for an open seat in a state where she has been a leading political figure for decades.	https://www.nytimes.com/2025/03/12/us/politics/jeanne-shaheen-new-hampshire-senate-2026.html	Business
German Arms Maker Rheinmetall Has Record Sales in ‘Era of Rearmament’	Since the start of the war in Ukraine, the company moved quickly to meet Europe’s growing need for military spending.	https://www.nytimes.com/2025/03/12/business/europe-defense-rheinmetall-earnings.html	Business
A Tariff Pile-On Threatens to Escalate a Global Trade War	American trading partners responded swiftly to President Trump’s latest round of levies with countermeasures, creating more uncertainty for C.E.O.s.	https://www.nytimes.com/2025/03/12/business/dealbook/tariffs-global-trade-war.html	Business
N.B.A. Stars Find a Shortcut to Success in China	Companies like East Goes Global serve as social media surrogates for players, expanding their reach, creating business opportunities and pushing for All-Star votes.	https://www.nytimes.com/2025/03/12/style/nba-china-social-media.html	Business
U.S. Inflation Eased More Than Expected in February	Economists are bracing for intensifying price pressures and slower growth, posing a challenge for the Federal Reserve.	https://www.nytimes.com/2025/03/12/business/economy/inflation-cpi-february-economy.html	Business
The Cat Lawyer Figured Out His Zoom Settings	“I’m glad it happened, even at my expense,” said Rod Ponton, who is (still) not a cat.	https://www.nytimes.com/2025/03/12/style/cat-lawyer-zoom.html	Business
Musk Email Reaches Italian Workers. It Did Not Go Well.	Employees at the Aviano Air Base who serve American forces got a familiar demand to list their achievements. Unions say Italy “is not the Wild West like the U.S.”	https://www.nytimes.com/2025/03/12/world/europe/musk-email-italy-airbase.html	Business
Two Reasons for Optimism About the Economy	While fears about the economic chaos caused by tariffs are real, the underlying economic data in America remain strong.	https://www.nytimes.com/2025/03/12/opinion/trump-recession.html	Business
5 Years After Covid Closed the Theaters, Audiences Are Returning	Broadway is almost back, and pop music tours and sports events are booming. But Hollywood, museums and other cultural sectors have yet to bounce back.	https://www.nytimes.com/2025/03/12/arts/covid-five-year-anniversary-theater-music-art.html	Business
Why Trump’s Tariffs Won’t Work	The economist Kimberly Clausing explains the possible costs and consequences of Trump’s tariffs.	https://www.nytimes.com/2025/03/12/opinion/ezra-klein-podcast-kimberly-clausing.html	Business
The Loyal Opposition Inside the S.E.C.	Caroline Crenshaw, the lone Democratic commissioner at the Securities and Exchange Commission, is offering dissenting views at the regulatory agency reshaped by President Trump.	https://www.nytimes.com/2025/03/12/business/sec-caroline-crenshaw.html	Business
Private Islands and Beach Clubs: The Newest Cruise Offerings Are on Dry Land	Following the success of its Bahamian island, CocoCay, Royal Caribbean is opening an exclusive beach club a stone’s throw from Nassau, with promises of new opportunities for local tourism. Some islanders are alarmed.	https://www.nytimes.com/2025/03/12/travel/cruise-lines-bahamas-private-islands.html	Business
He Voices Porky Pig, and That’s Not All, Folks	Listen to the performer Eric Bauza voice the characters Daffy Duck, Bugs Bunny and more. His work appears in the new animated feature, “The Day the Earth Blew Up: A Looney Tunes Movie.”	https://www.nytimes.com/2025/03/12/movies/looney-tunes-voice-actor-eric-bauza.html	Business
France Merges Institutions to Help Support Artisans	Hervé Lemoine, president of the new Manufactures Nationales organization, says it is to be “an establishment at their service.”	https://www.nytimes.com/2025/03/12/fashion/france-manufactures-nationales-sevres.html	Business
Cartier to Stage Second Women’s Pavilion at Osaka Expo 2025	Of the fair’s more than 165 pavilions, it is to be the only one dedicated to women’s issues.	https://www.nytimes.com/2025/03/12/fashion/cartier-womens-pavilion-osaka-expo-2025.html	Business
Giant Blooms That Never Wilt	Some of the paper flowers created by Marianne Eriksen Scott-Hansen are as large as five feet across.	https://www.nytimes.com/2025/03/12/fashion/craftsmanship-paper-flowers-copenhagen.html	Business
His Giant Puppets Look Like Day of the Dead Skeletons and Frida Kahlo	Hermes Arroyo creates the figures, called mojigangas, to dance through the streets of San Miguel de Allende, Mexico.	https://www.nytimes.com/2025/03/12/fashion/craftsmanship-giant-puppets-mexico.html	Business
Europe Makes Its First Move as Trump’s Trade Fight Widens	The European Union responded to American steel and aluminum tariffs with its own tariffs on boats and bourbon — and pledges of more to come.	https://www.nytimes.com/2025/03/12/world/europe/eu-us-trump-tariffs.html	Business
The Artifacts of New York’s Pandemic Era	Stuck to lampposts and floorboards, reminders of Covid’s darkest days are everywhere.	https://www.nytimes.com/2025/03/12/nyregion/covid-pandemic-ny-artifacts.html	Business
Can a Billionaire Buy St. John’s a Basketball Championship?	Mike Repole, who loved the homegrown team of his youth, has helped assemble a juggernaut enabled by compensation rules that one critic says created “the wild West.”	https://www.nytimes.com/2025/03/12/nyregion/st-johns-basketball-benefactor-repole.html	Business
The Ordinary New Yorkers Who Became Pandemic Heroes	During New York City’s darkest days, some residents found purpose and meaning in helping their neighbors stay safe and even find a bit of joy.	https://www.nytimes.com/2025/03/12/nyregion/new-york-pandemic-heroes.html	Business
On the Trail of the Los Angeles Fires	We hiked to the origins of the Palisades and Eaton fires to investigate how they started.	https://www.nytimes.com/2025/03/12/insider/los-angeles-fires-maps.html	Business
Trump’s Tariffs on Steel and Aluminum Go Into Effect, Inciting Global Retaliation	President Trump imposed a 25 percent tariff on metal imports, sparking new global trade spats as he attempts to shield the U.S. economy from foreign competition.	https://www.nytimes.com/2025/03/12/us/politics/trump-tariffs-steel-aluminum.html	Business
In Search of a Boring Business	Younger would-be chief executives are increasingly seeking profits — and freedom from the 9-to-5 — by pivoting from corporate jobs into often unglamorous small-business niches.	https://www.nytimes.com/2025/03/12/business/young-professionals-boring-small-business-niches.html	Business
Man Who Shot at Pipeline and Power Station Gets 25 Years in Prison	Cameron M. Smith, 50, a Canadian who wanted to bring more attention to climate change, was also ordered to pay $2.1 million in restitution for damage he caused in the Dakotas.	https://www.nytimes.com/2025/03/11/us/north-south-dakota-energy-facility-attacks.html	Business
A Great Unraveling Is Underway	Trump’s foreign policy philosophy is not “containment” or “engagement,” but “smash and grab.”	https://www.nytimes.com/2025/03/11/opinion/trump-economy-tariffs.html	Business
Portugal’s Government Falls in No-Confidence Vote After Just a Year	The vote in Parliament will force new elections, the third in little more than three years.	https://www.nytimes.com/2025/03/11/world/europe/portugal-government-no-confidence.html	Business
The U.S. Agreed to Resume Military Aid to Ukraine	Also, Trump walked back a plan to double metal tariffs on Canada. Here’s the latest at the end of Tuesday.	https://www.nytimes.com/2025/03/11/briefing/us-aid-ukraine-trump-canada-tariffs.html	Business
Law Firm Targeted by a Trump Executive Order Files Suit	There had been deep concerns in the legal community that no firm was going to be willing to step up and represent the firm, Perkins Coie.	https://www.nytimes.com/2025/03/11/us/politics/perkins-coie-sues-trump.html	Business
Democracy Dies in Dumbness	Until Donald Trump, no president had been so ignorant of the lessons of history, so incompetent in carrying out his own ideas.	https://www.nytimes.com/2025/03/11/opinion/trump-tariffs-recession-ukraine.html	Business
Murder Charges Are Brought in Death of 5-Year-Old Boy in Hyperbaric Chamber	The Michigan attorney general has accused the owner of a medical center and three of its employees of ignoring safety standards to make a profit.	https://www.nytimes.com/2025/03/11/us/child-hyperbaric-chamber-death-detroit-charges.html	Business
Investors Thought They Had Trump Figured Out. They Were Wrong.	On Tuesday, President Trump sent markets into another tailspin by announcing additional tariffs on Canada, suggesting a falling stock market is no longer the bulwark investors had hoped.	https://www.nytimes.com/2025/03/11/business/economy/trump-stock-market-economy.html	Business
Trump Intensifies Statehood Threats in Attack on Canada	The U.S. president on Tuesday reiterated his claims on Canada’s territory as he increased tariffs, threatening to bring the country’s economy to its knees.	https://www.nytimes.com/2025/03/11/us/politics/canada-trump-statehood-attacks.html	Business
Kennedy Rattles Food Companies With Vow to Rid Food of Artificial Dyes	Mr. Kennedy told executives of major food companies that he wants synthetic colors removed from their products. “Decision time is imminent,” a trade group warned its members.	https://www.nytimes.com/2025/03/11/health/rfk-jr-food-safety-artificial-dyes.html	Business
Airlines Cut Forecasts, Raising an Early Alarm About Consumer Spending	The revised revenue projections suggest that flagging economic confidence has started to hurt travel, which can be an indicator for other industries.	https://www.nytimes.com/2025/03/11/business/airlines-cut-revenue-forecasts-delta-southwest.html	Business
A Magazine Gets a New Life — Just as Cool as Its Old Life	The art and fashion worlds convened at Rick Owens’s austere Left Bank house to celebrate the relaunch of Karlie Kloss’s i-D magazine.	https://www.nytimes.com/2025/03/11/style/rick-owens-i-d-magazine-party-paris-fashion-week.html	Business
Volkswagen’s Profit Under Pressure From Tariffs and Competition	The German auto giant’s earnings fell last year as it pushed ahead with a restructuring in the face of tariff uncertainty in the United States and lost market share in China.	https://www.nytimes.com/2025/03/11/world/europe/volkswagen-tariffs-competition.html	Business
What Elon Musk’s Suit Says About Trump and Power	When Elon Musk puts on a nice suit, it has a way of looking like a demotion.	https://www.nytimes.com/2025/03/11/us/politics/elon-musk-suit-trump-white-house.html	Business
The ‘Chain Saw’ at the Veterans Agency	Readers react to the deep staff cuts at the V.A. Also: How State Department reductions will hurt Americans abroad.	https://www.nytimes.com/2025/03/11/opinion/veterans-state-dept-cuts.html	Business
BKK New York Brings Thai Spins on Comfort Food to Midtown	Tashkent Supermarket opens a branch in Greenwich Village, Silver Moon Bakery to close and more news.	https://www.nytimes.com/2025/03/11/dining/nyc-restaurant-news.html	Business
Musk Suggests His Team Will Scrutinize Social Security and Entitlement Spending	In an interview with Larry Kudlow, Elon Musk claimed that fraud in Social Security and other major programs was “the big one to eliminate.”	https://www.nytimes.com/2025/03/11/us/politics/musk-doge-social-security-entitlement-spending.html	Business
Trump Pulls Back Plans to Double Canadian Metal Tariffs After Ontario Relents	The president had threatened to hit Canadian metals with 50 percent tariffs but opted not to go ahead after Ontario lifted a charge on U.S. electricity.	https://www.nytimes.com/2025/03/11/us/politics/trump-canada-tariffs-metal.html	Business
Sony Gives N.Y.U. $7.5 Million for an Audio Institute	A multifaceted new program at the university’s Steinhardt School will train students (on Sony equipment) for jobs in music and audio “that don’t exist yet.”	https://www.nytimes.com/2025/03/11/arts/music/sony-nyu-audio-institute.html	Business
Southwest Will Begin Charging for Checked Bags, Ending a Popular Policy	Customers with the highest loyalty status will be spared from the fee, but others will have to pay for checked bags for flights booked from May 28.	https://www.nytimes.com/2025/03/11/business/southwest-checked-bags-fee.html	Business
Trump Faces a C.E.O. Test	The president is set to meet with corporate leaders on Tuesday, as concerns over his protectionist trade policies weigh on markets and the economy.	https://www.nytimes.com/2025/03/11/business/dealbook/ceo-white-house-tariff.html	Business
How the Pandemic Upended Our Lives	Whether you fled a crowded city or thought a puppy was the answer, the glimpses of another life we got during Covid have faded away.	https://www.nytimes.com/2025/03/11/realestate/pandemic-covid-home-life.html	Business
15 Lessons Scientists Learned About Us When the World Stood Still	The pandemic gave researchers a rare opportunity to study human behavior. Their work offers lessons about loneliness, remote work, high heels and more.	https://www.nytimes.com/interactive/2025/03/11/upshot/covid-lessons.html	Business
The Searing Memories of the Pandemic’s Early Days	Five years after Covid-19 hit New York, we are still trying to comprehend the impact it had on the city and the losses we suffered.	https://www.nytimes.com/2025/03/11/nyregion/covid-pandemic-five-years-memories.html	Business
NPR Has Always Been Fighting for Its Life	A new book by Steve Oney traces the public radio network’s turbulent history as it once again becomes a political target.	https://www.nytimes.com/2025/03/11/books/review/on-air-steve-oney.html	Business
We’re Relearning What Pandemics Do to a Society	We’re still in the chaos phase.	https://www.nytimes.com/2025/03/11/opinion/pandemic-cycle-chaos.html	Business
In ‘Long Bright River,’ Amanda Seyfried Serves and Protects	The actress’s role as a Philadelphia beat cop in this Peacock series seems like an odd fit, but that’s the point. “I just wanted to prove to myself that nothing can feel too foreign,” she said.	https://www.nytimes.com/2025/03/11/arts/television/long-bright-river-amanda-seyfried.html	Business
Working at Anheuser-Busch, I Saw What Went Wrong With the D.E.I. Movement	A former Anheuser-Busch executive explains how his experiences soured him on the corporate D.E.I. movement.	https://www.nytimes.com/2025/03/11/opinion/anheuser-busch-dylan-mulvaney.html	Business
I Went to Dubai and Caught a Glimpse of the Future	The city is strikingly rewriting the story of skilled migration.	https://www.nytimes.com/2025/03/11/opinion/dubai-migration-trump.html	Business
Nissan, Facing Mounting Challenges, Replaces Its C.E.O.	The automaker said on Tuesday that Makoto Uchida would step down. The company has said it would slash global production capacity and cut thousands of jobs.	https://www.nytimes.com/2025/03/11/business/nissan-ousts-ceo-uchida.html	Business
At Sebring, an Old Air Base Tests the Limits of Endurance Racing	The 12-hour race is held on a track crafted from a World War II field where bomber pilots trained.	https://www.nytimes.com/2025/03/11/sports/autoracing/sebring-track-airbase.html	Business
My 10-Day Crash Course on Surviving the Apocalypse	I wanted to learn how to prepare for disaster. It turned out I needed skills, yes — but the first thing was learning how to breathe.	https://www.nytimes.com/2025/03/11/magazine/survival-course-doom-disaster-prep.html	Business
What Slowdown? Xi Says China Must Win the Global Tech Race.	Xi Jinping wants China to surpass rivals as a tech superpower, undeterred by economic woes or trade wars. Critics ask if this focus neglects struggling citizens.	https://www.nytimes.com/2025/03/11/world/asia/china-xi-trump.html	Business
Stocks Fall Further on Trump’s Latest Tariff Talk	The S&P 500 is nearly 10 percent below its mid-February record — approaching a symbolic milestone known on Wall Street as a correction.	https://www.nytimes.com/2025/03/10/business/stock-markets-trump.html	Business
How Covid Changed the Lives of These 29 Americans	Five years later, the coronavirus pandemic may seem far away and foggy, or as visceral as yesterday. Here are some stories of those enduring changes.	https://www.nytimes.com/interactive/2025/03/10/us/covid-19-changed-people.html	Business
Trump Promised Americans Booming Wealth. Now He’s Changing His Tune.	President Trump’s sweeping promises are running headlong into the reality of governing.	https://www.nytimes.com/2025/03/10/us/politics/trump-tariffs-fox-news-recession.html	Business
New Canadian Leader’s Balancing Act: Negotiate With and Fight Trump	Mark Carney will most likely be in power just a few weeks before a federal election is held. To win, he will try to convince Canadians he can take on, but also negotiate with, Trump.	https://www.nytimes.com/2025/03/10/world/canada/mark-carney-trump.html	Business
Delta Says Economic Worries Are Hurting Travel Demand	The airline lowered its financial forecast for the first quarter as economic anxiety hurts demand for tickets.	https://www.nytimes.com/2025/03/10/business/delta-airlines-economy-first-quarter.html	Business
Trump Has Said ‘No Exceptions’ to His Tariffs. Will That Last?	His administration has acknowledged that exceptions undercut the power of tariffs, but it seems hard for the president to resist making deals.	https://www.nytimes.com/2025/03/10/business/economy/trump-tariffs-exceptions.html	Business
Accused Sex Traffickers Receive Warm Welcome From a Trump Ally	Dana White of the U.F.C. greeted Andrew Tate and his brother at an event, highlighting a divide among conservatives.	https://www.nytimes.com/2025/03/10/style/andrew-tate-dana-white-ufc-trump.html	Business
Ontario Hits Michigan, Minnesota and New York With Electricity Surcharge	Premier Doug Ford warned that he was prepared to cut off power exports to the three states entirely as long as President Trump’s tariff threats remain.	https://www.nytimes.com/2025/03/10/us/politics/canada-tariffs-retaliation.html	Business
An Agenda for the Democratic Party	Readers respond to a guest essay about the Democrats’ need for a Project 2029. Also: President Trump’s tariff pause; a Black Lives Matter mural.	https://www.nytimes.com/2025/03/10/opinion/democratic-party-agenda.html	Business
Bad Day for X and Tesla Prompts Concern About Musk’s Distractions	The billionaire’s social media site X suffered outages, and Tesla’s stock tanked on Monday.	https://www.nytimes.com/2025/03/10/technology/twitter-x-down-outage.html	Business
Supreme Court to Hear Challenge to Law Banning Conversion Therapy	Colorado, like more than 20 other states, bars licensed therapists from trying to change the sexual orientation or gender identity of minors in their care.	https://www.nytimes.com/2025/03/10/us/politics/supreme-court-conversion-therapy.html	Business
Trump’s Call to Scrap ‘Horrible’ Chip Program Spreads Panic	The president’s attack on the key tenet of the Biden administration’s industrial policy has set off concerns that he may claw back its funding.	https://www.nytimes.com/2025/03/10/technology/trump-chips-act.html	Business
Fashion? Rockets? Yachts? A Trump Ally Has Ideas for the Kennedy Center	Paolo Zampolli, a Trump appointee on the center’s board, wants the institution to host Valentino fashion shows, send art into space and open a marina and a Cipriani restaurant.	https://www.nytimes.com/2025/03/10/arts/music/trump-kennedy-center-zampolli.html	Business
Stocks Plunge as Recession Talk Gets Louder	The S&P skidded 2.7 percent, amid investor fears that tit-for-tat tariffs could raise prices, slow the economy and sow uncertainty among businesses.	https://www.nytimes.com/2025/03/10/business/stock-market-economy-tariffs-recession.html	Business
A Facebook Insider’s Exposé Alleges Bad Behavior at the Top	“Careless People,” a memoir by a former Facebook executive, portrays feckless company leaders cozying up to authoritarian regimes.	https://www.nytimes.com/2025/03/10/books/review/careless-people-sarah-wynn-williams.html	Business
Would Trump Risk a Recession?	The president still believes that his protectionist trade policies will be “great for us” in the long run, but won’t rule out short-term economic pain.	https://www.nytimes.com/2025/03/10/business/dealbook/trump-recession-risk.html	Business
Cutting Medicaid?	How Republicans could change the program.	https://www.nytimes.com/2025/03/10/briefing/republicans-medicaid.html	Business
Trump Looms Over Greenland’s Election, but Voters Have Other Concerns	President Trump keeps saying he wants to “get” Greenland. On Tuesday, Greenland votes for a new parliament that could shape its future relations with the United States.	https://www.nytimes.com/2025/03/10/world/europe/trump-greenland-election.html	Business
Why Are So Many Women Wearing Neckties?	While men’s wear has shifted away from the classic necktie, more and more women are sporting the accessory. Our critic explains the infatuation and offers tips for suiting up.	https://www.nytimes.com/2025/03/10/fashion/tie-women-neckties.html	Business
Who Likes Tariffs? Some U.S. Industries Are Eager for Them.	Concern about the cost of materials has tempered business enthusiasm about taxing imports. But steel and aluminum makers say they welcome the help.	https://www.nytimes.com/2025/03/10/business/economy/trump-tariff-supporters.html	Business
A Melancholy Yiddish Classic That Also Happens to Be Hilarious	“Sons and Daughters,” Chaim Grade’s serialized novel about Jewish life in 1930s Europe, has been published in English for the first time.	https://www.nytimes.com/2025/03/10/books/review/chaim-grade-sons-and-daughters.html	Business
It’s 11:30 p.m., and the Yemeni Coffee Shop Is Jumping	These coffeehouses are meeting demand for late-night spaces that decenter alcohol. During Ramadan, some are packed until 3 a.m.	https://www.nytimes.com/2025/03/10/dining/yemeni-coffee-shop-ramadan.html	Business
Brian Tyree Henry Isn’t Hiding	Since breaking out in “Atlanta,” the actor has become a dependable Hollywood side man. In “Dope Thief,” a new crime drama, he will finally take the lead.	https://www.nytimes.com/2025/03/10/arts/television/brian-tyree-henry-dope-thief.html	Business
Step Off the No. 1 Train and Into La Noxe	A hidden bar has taken hold in the netherworld of a subway station in Chelsea.	https://www.nytimes.com/2025/03/10/realestate/hidden-subway-bar-la-noxe.html	Business
Why Immigrants Fear Trump Even if They Voted for Him	Talking to people around Chicago, I heard the word “resentment” over and over.	https://www.nytimes.com/2025/03/10/opinion/immigrants-buses-trump-fear.html	Business
Stalled Audits and a Skeleton Staff: Inside Trump’s War on the I.R.S.	President Trump is planning to gut the work force while trying to turn the I.R.S. into a more political agency.	https://www.nytimes.com/2025/03/10/us/politics/irs-taxes-trump-musk-federal-workers.html	Business
Covid’s Deadliest Effect Took Five Years to Appear	What once belonged to all of us now belongs to corporations.	https://www.nytimes.com/2025/03/10/opinion/covid-public-health-privatization.html	Business
China’s Tariffs on U.S. Agricultural Products Take Effect	The action came in response to the higher levies on Chinese imports that President Trump announced last week.	https://www.nytimes.com/2025/03/10/business/china-tariffs-us.html	Business
30 Charts That Show How Covid Changed Everything in March 2020	It can be easy to forget, or look away from, the pain and disruption of the pandemic. The numbers will be there to remind us.	https://www.nytimes.com/interactive/2025/03/09/upshot/covid-lockdown-five-year-charts.html	Business
‘The White Lotus’ Season 3, Episode 4 Recap: Party Time	The gal pals finally moved out of their hermetic bubble this week in search of a little fun. The results were questionable.	https://www.nytimes.com/2025/03/09/arts/television/the-white-lotus-recap-season-3-episode-4.html	Business
Wirecutter Doesn’t Recommend Washer-Dryer Combos. I Still Love Mine.	Many people claim to hate doing laundry, but when called upon, few will actually stand by their beliefs. I, on the other hand, am a man of principle: I once purchased 30 pairs of socks and underwear in an effort to put as much time between laundry...	https://www.nytimes.com/wirecutter/reviews/lg-wm3555hva2-washer-dryer-review/	Business
Trump Declines to Rule Out Recession as Tariffs Begin to Bite	President Trump said that Americans would be better off in the long run from his tariffs, which he said would prevent the country from being “ripped off.”	https://www.nytimes.com/2025/03/09/us/politics/trump-recession-lutnick.html	Business
How Corporate America Is Retreating From D.E.I.	So far this year the number of companies in the S&P 500 that used the phrase “diversity, equity and inclusion” in annual reports has fallen by nearly 60 percent from 2024, a New York Times analysis shows.	https://www.nytimes.com/interactive/2025/03/13/business/corporate-america-dei-policy-shifts.html	Health
How Has New York Remade Itself Since the Pandemic Arrived?	New York City was on the front lines of the Covid-19 crisis. It has largely recovered, but has transformed into a place of greater extremes.	https://www.nytimes.com/interactive/2025/03/13/nyregion/nyc-covid-pandemic-changes.html	Health
As Markets Whipsaw, Conservative Media Shrugs	Many conservative websites have either ignored the recent stock declines or framed them in a positive way.	https://www.nytimes.com/2025/03/13/business/media/stock-market-conservative-media.html	Health
